,babynysiis,perc_female,perc_male,gender
9594,SLAT,0.0,100.0,M
9595,JABAR,5.0,95.0,M
9596,FARDAV,0.0,100.0,M
9597,MAGANY,100.0,0.0,F
9598,YACAT,100.0,0.0,F
9599,EAV,100.0,0.0,F
9600,CANGSLAGH,100.0,0.0,F
9601,BRATLAGH,100.0,0.0,F
9602,GLANDAL,58.33,41.67,F
9603,PARCY,40.0,60.0,M
9604,SNANAT,100.0,0.0,F
9605,RYAC,0.0,100.0,M
9606,WAJDAN,100.0,0.0,F
9607,TANANT,50.0,50.0,N
9608,ANRAT,85.71,14.290000000000004,F
9609,MLAN,100.0,0.0,F
9610,AGNAL,100.0,0.0,F
9611,CS,100.0,0.0,F
9612,FALANDAR,0.0,100.0,M
9613,MAJ,100.0,0.0,F
9614,BRANAC,72.73,27.27,F
9615,BALADAN,100.0,0.0,F
9616,ZBAGN,0.0,100.0,M
9617,MARLAD,0.0,100.0,M
9618,LACSY,100.0,0.0,F
9619,GWANAD,100.0,0.0,F
9620,CALVANT,0.0,100.0,M
9621,VALAST,100.0,0.0,F
9622,ADANAJ,50.0,50.0,N
9623,ANDRAD,0.0,100.0,M
9624,ENVAR,0.0,100.0,M
9625,YANAX,100.0,0.0,F
9626,SAFAN,60.66,39.34,F
9627,JASATH,0.0,100.0,M
9628,NARABY,100.0,0.0,F
9629,ENCANTR,100.0,0.0,F
9630,SANALAL,100.0,0.0,F
9631,CASARAN,66.67,33.33,F
9632,AVN,100.0,0.0,F
9633,IRANY,100.0,0.0,F
9634,RAJNAS,0.0,100.0,M
9635,DHRAVAN,0.0,100.0,M
9636,ABDASANAD,0.0,100.0,M
9637,SYAC,100.0,0.0,F
9638,NYLAR,0.0,100.0,M
9639,CHRASTAL,94.74,5.260000000000005,F
9640,PRAFAN,0.0,100.0,M
9641,ANTWANAT,100.0,0.0,F
9642,CABATH,100.0,0.0,F
9643,ATANAL,0.0,100.0,M
9644,ABDALBASAT,0.0,100.0,M
9645,SATAVAN,0.0,100.0,M
9646,PRADAP,0.0,100.0,M
9647,CANVARL,100.0,0.0,F
9648,FYATH,100.0,0.0,F
9649,ZABYR,0.0,100.0,M
9650,LATH,33.33,66.67,M
9651,ZABAD,50.0,50.0,N
9652,ELDRAG,0.0,100.0,M
9653,GALARN,33.33,66.67,M
9654,ARDR,100.0,0.0,F
9655,PRASPARATY,100.0,0.0,F
9656,ANALALY,100.0,0.0,F
9657,MARAGABRAL,100.0,0.0,F
9658,RAVART,50.0,50.0,N
9659,ALYAS,100.0,0.0,F
9660,SADY,84.85,15.150000000000004,F
9661,RANJASAF,0.0,100.0,M
9662,WADAN,66.67,33.33,F
9663,MARATXAL,100.0,0.0,F
9664,CLAFAN,0.0,100.0,M
9665,EDAVAJ,100.0,0.0,F
9666,FLAB,0.0,100.0,M
9667,ELANAD,0.0,100.0,M
9668,ERAC,55.1,44.9,F
9669,LAR,73.55,26.450000000000006,F
9670,JABRYDAN,0.0,100.0,M
9671,SACAB,25.0,75.0,M
9672,HABAL,0.0,100.0,M
9673,GABRAL,60.0,40.0,F
9674,LAGANDARY,0.0,100.0,M
9675,GANSAL,40.0,60.0,M
9676,BABAT,90.91,9.090000000000003,F
9677,BALAC,100.0,0.0,F
9678,JASANACAL,0.0,100.0,M
9679,ERNAC,100.0,0.0,F
9680,ALJAN,100.0,0.0,F
9681,GADAT,100.0,0.0,F
9682,LABR,100.0,0.0,F
9683,JYDALAS,100.0,0.0,F
9684,FARAN,70.73,29.27,F
9685,NYAF,0.0,100.0,M
9686,LATANDR,100.0,0.0,F
9687,GLADANAR,0.0,100.0,M
9688,WALTAN,50.0,50.0,N
9689,PAS,85.71,14.290000000000004,F
9690,TANATAC,100.0,0.0,F
9691,BYS,50.0,50.0,N
9692,DALANJACAB,0.0,100.0,M
9693,NARANAN,100.0,0.0,F
9694,SANARAT,100.0,0.0,F
9695,VALATRAS,100.0,0.0,F
9696,OTNAN,0.0,100.0,M
9697,ARASDAP,0.0,100.0,M
9698,DAVAT,75.0,25.0,F
9699,HALTAR,0.0,100.0,M
9700,WANANG,100.0,0.0,F
9701,CAC,59.78,40.22,F
9702,CLARNAC,0.0,100.0,M
9703,SALVAR,42.86,57.14,M
9704,TANG,59.09,40.91,F
9705,JARANAC,100.0,0.0,F
9706,ENACAT,100.0,0.0,F
9707,AVACAT,100.0,0.0,F
9708,TASCANY,100.0,0.0,F
9709,YVAL,100.0,0.0,F
9710,PRABJAT,0.0,100.0,M
9711,EARADAC,100.0,0.0,F
9712,GANAJ,100.0,0.0,F
9713,TANARAD,100.0,0.0,F
9714,CABAL,76.92,23.08,F
9715,CARAC,57.5,42.5,F
9716,EVADN,100.0,0.0,F
9717,LAFATAR,100.0,0.0,F
9718,UCAC,100.0,0.0,F
9719,ENLY,100.0,0.0,F
9720,EHLAN,100.0,0.0,F
9721,JANADAN,0.0,100.0,M
9722,GRAVAR,50.0,50.0,N
9723,WASL,100.0,0.0,F
9724,BARCLY,66.67,33.33,F
9725,YACAVAD,100.0,0.0,F
9726,ZARAVAN,0.0,100.0,M
9727,CRASCANS,0.0,100.0,M
9728,BJAN,100.0,0.0,F
9729,IVANY,100.0,0.0,F
9730,TH,100.0,0.0,F
9731,MADAL,93.33,6.670000000000003,F
9732,TANCH,0.0,100.0,M
9733,AHR,100.0,0.0,F
9734,BAVAS,0.0,100.0,M
9735,BARNADAN,87.5,12.5,F
9736,LACART,50.0,50.0,N
9737,ULASY,0.0,100.0,M
9738,MYAD,100.0,0.0,F
9739,LANATRAC,100.0,0.0,F
9740,HARTNAN,0.0,100.0,M
9741,HAG,10.0,90.0,M
9742,HALADAR,0.0,100.0,M
9743,ZARACH,0.0,100.0,M
9744,CANGAST,100.0,0.0,F
9745,ANRATPAL,0.0,100.0,M
9746,ARNAL,73.33,26.67,F
9747,HASACAL,0.0,100.0,M
9748,YANDRY,0.0,100.0,M
9749,CASYAC,0.0,100.0,M
9750,DACSAT,100.0,0.0,F
9751,AFALAB,0.0,100.0,M
9752,SARAJY,100.0,0.0,F
9753,HABAN,66.67,33.33,F
9754,TRAVAD,0.0,100.0,M
9755,ADHLY,100.0,0.0,F
9756,BAGAN,100.0,0.0,F
9757,SANAJY,0.0,100.0,M
9758,CANGANAR,0.0,100.0,M
9759,TRAS,93.33,6.670000000000003,F
9760,DARNALY,100.0,0.0,F
9761,RABACAN,100.0,0.0,F
9762,GARNAL,40.0,60.0,M
9763,ANSANY,0.0,100.0,M
9764,ZAGAV,0.0,100.0,M
9765,ABTAN,0.0,100.0,M
9766,CALALAN,100.0,0.0,F
9767,ETALN,100.0,0.0,F
9768,NANABAL,100.0,0.0,F
9769,CABASTAN,0.0,100.0,M
9770,CNARY,100.0,0.0,F
9771,UBADAL,0.0,100.0,M
9772,ATACS,0.0,100.0,M
9773,CAFANACAL,0.0,100.0,M
9774,LASVAT,100.0,0.0,F
9775,NCY,100.0,0.0,F
9776,SASWAT,0.0,100.0,M
9777,RABART,64.29,35.709999999999994,F
9778,MALAD,43.75,56.25,M
9779,IV,58.33,41.67,F
9780,DATSY,100.0,0.0,F
9781,HALFAD,0.0,100.0,M
9782,GRYDY,100.0,0.0,F
9783,LATAJAR,100.0,0.0,F
9784,LANDL,0.0,100.0,M
9785,RANTAN,0.0,100.0,M
9786,JALAXY,100.0,0.0,F
9787,SATH,22.22,77.78,M
9788,TASTAN,0.0,100.0,M
9789,ZANARAN,0.0,100.0,M
9790,JADAJ,100.0,0.0,F
9791,ZACAL,28.57,71.43,M
9792,ORAST,0.0,100.0,M
9793,VANATY,100.0,0.0,F
9794,TASAC,86.36,13.64,F
9795,QADR,0.0,100.0,M
9796,YASNAN,85.71,14.290000000000004,F
9797,MCLALAN,0.0,100.0,M
9798,JARLDAN,100.0,0.0,F
9799,DAFARAST,0.0,100.0,M
9800,SASANC,33.33,66.67,M
9801,ABDALWAL,0.0,100.0,M
9802,IHL,100.0,0.0,F
9803,WANTARAS,100.0,0.0,F
9804,OLASY,33.33,66.67,M
9805,FARDANAND,0.0,100.0,M
9806,PLAT,0.0,100.0,M
9807,ORVAL,30.77,69.23,M
9808,ACAL,55.81,44.19,F
9809,ADHVATH,0.0,100.0,M
9810,AJADAN,0.0,100.0,M
9811,BANTALY,0.0,100.0,M
9812,MANTAS,71.43,28.569999999999997,F
9813,ATANRAS,100.0,0.0,F
9814,SANRANJAT,50.0,50.0,N
9815,ALAYH,100.0,0.0,F
9816,LACADJ,100.0,0.0,F
9817,YASCAN,100.0,0.0,F
9818,BANAS,100.0,0.0,F
9819,JANATR,80.0,20.0,F
9820,GRYSTAN,0.0,100.0,M
9821,SAFAST,100.0,0.0,F
9822,BYSAN,0.0,100.0,M
9823,VATAN,66.67,33.33,F
9824,TANATS,0.0,100.0,M
9825,ISAB,100.0,0.0,F
9826,DNATRY,0.0,100.0,M
9827,SCALR,50.0,50.0,N
9828,OLSAN,0.0,100.0,M
9829,CASAV,0.0,100.0,M
9830,TAFANT,0.0,100.0,M
9831,JAFAGHN,0.0,100.0,M
9832,DALYD,33.33,66.67,M
9833,EANJ,100.0,0.0,F
9834,TABAS,0.0,100.0,M
9835,ANGALGABRAL,0.0,100.0,M
9836,MAGAC,50.0,50.0,N
9837,TAVAS,66.67,33.33,F
9838,MANVAC,0.0,100.0,M
9839,DRAN,70.37,29.629999999999995,F
9840,ANANDAJAN,100.0,0.0,F
9841,HADAT,100.0,0.0,F
9842,TSWAND,100.0,0.0,F
9843,FATANAT,100.0,0.0,F
9844,HARNALAND,75.0,25.0,F
9845,AVRAJ,0.0,100.0,M
9846,HALDAGAD,100.0,0.0,F
9847,VARNAS,100.0,0.0,F
9848,LABAV,100.0,0.0,F
9849,NALV,100.0,0.0,F
9850,ADRAL,61.54,38.46,F
9851,TABACACW,0.0,100.0,M
9852,ANANAL,33.33,66.67,M
9853,MARFY,66.67,33.33,F
9854,CARDAJ,100.0,0.0,F
9855,DAR,50.0,50.0,N
9856,NALAXANDAR,0.0,100.0,M
9857,JARVY,0.0,100.0,M
9858,ENABATH,100.0,0.0,F
9859,IRALY,100.0,0.0,F
9860,CANFANY,100.0,0.0,F
9861,BN,100.0,0.0,F
9862,BASTAN,30.0,70.0,M
9863,TRANDAN,0.0,100.0,M
9864,HALV,100.0,0.0,F
9865,CARVAL,0.0,100.0,M
9866,BALARY,66.67,33.33,F
9867,QAST,33.33,66.67,M
9868,TRASCAL,100.0,0.0,F
9869,OLABAS,100.0,0.0,F
9870,DACHY,100.0,0.0,F
9871,MARAND,95.45,4.549999999999997,F
9872,FABR,100.0,0.0,F
9873,FARSTAR,0.0,100.0,M
9874,RPBAD,0.0,100.0,M
9875,WALG,0.0,100.0,M
9876,ADAT,58.33,41.67,F
9877,SAVALY,0.0,100.0,M
9878,FARAR,66.67,33.33,F
9879,CANLAR,50.0,50.0,N
9880,BRANY,91.3,8.700000000000003,F
9881,JYBAN,0.0,100.0,M
9882,ELYD,0.0,100.0,M
9883,XANY,100.0,0.0,F
9884,WACAS,100.0,0.0,F
9885,DANARY,54.17,45.83,F
9886,ANV,100.0,0.0,F
9887,NYANY,100.0,0.0,F
9888,MACY,72.73,27.27,F
9889,TYASAN,0.0,100.0,M
9890,BLASAN,66.67,33.33,F
9891,BRASC,33.33,66.67,M
9892,ANCY,100.0,0.0,F
9893,BARTALAN,0.0,100.0,M
9894,BRANDALY,100.0,0.0,F
9895,NANDAT,100.0,0.0,F
9896,RADRANS,0.0,100.0,M
9897,QANASTAR,100.0,0.0,F
9898,EXTAN,0.0,100.0,M
9899,EGAS,66.67,33.33,F
9900,IBAD,0.0,100.0,M
9901,ARAL,83.7,16.299999999999994,F
9902,SYAP,100.0,0.0,F
9903,DAJANAG,100.0,0.0,F
9904,HARB,0.0,100.0,M
9905,DADRAN,40.0,60.0,M
9906,LACAL,90.0,10.0,F
9907,RADALF,14.29,85.71000000000002,M
9908,GANALAN,100.0,0.0,F
9909,OTSY,100.0,0.0,F
9910,JANG,37.5,62.5,M
9911,NAVTAJ,0.0,100.0,M
9912,EVARL,100.0,0.0,F
9913,GRANTLY,0.0,100.0,M
9914,ENSAN,0.0,100.0,M
9915,CANDLAR,50.0,50.0,N
9916,PYANG,100.0,0.0,F
9917,CYLAG,100.0,0.0,F
9918,INDAG,50.0,50.0,N
9919,DRYTAN,0.0,100.0,M
9920,CNY,100.0,0.0,F
9921,TRADATH,100.0,0.0,F
9922,ARADN,100.0,0.0,F
9923,MANJANDAR,0.0,100.0,M
9924,BLANCY,0.0,100.0,M
9925,NACSATR,100.0,0.0,F
9926,ELANY,100.0,0.0,F
9927,MANSAR,0.0,100.0,M
9928,JASAR,50.75,49.25,F
9929,ALWALD,100.0,0.0,F
9930,SASAT,88.89,11.11,F
9931,BABAN,60.0,40.0,F
9932,JALAN,70.42,29.58,F
9933,DACANDRAC,0.0,100.0,M
9934,PAJTAN,0.0,100.0,M
9935,JADAVAN,0.0,100.0,M
9936,VANAC,77.27,22.730000000000004,F
9937,RABASAL,100.0,0.0,F
9938,PRACY,100.0,0.0,F
9939,AVANGALAN,100.0,0.0,F
9940,CRASTABAL,80.0,20.0,F
9941,MACAB,100.0,0.0,F
9942,ALACXANDAR,0.0,100.0,M
9943,DARYAL,100.0,0.0,F
9944,ZYDY,100.0,0.0,F
9945,CYTAN,50.0,50.0,N
9946,JACGAY,50.0,50.0,N
9947,ZCY,0.0,100.0,M
9948,HALFRAD,0.0,100.0,M
9949,MALANARAS,100.0,0.0,F
9950,WAGAR,0.0,100.0,M
9951,TYLARAS,100.0,0.0,F
9952,ABDALRAN,0.0,100.0,M
9953,MACAS,95.65,4.349999999999993,F
9954,FANTAS,100.0,0.0,F
9955,TABARC,50.0,50.0,N
9956,ALAXANAR,0.0,100.0,M
9957,SNAC,100.0,0.0,F
9958,CANTAC,100.0,0.0,F
9959,RANAND,53.85,46.15,F
9960,MANACAS,50.0,50.0,N
9961,CANGSLY,33.33,66.67,M
9962,MARVLAN,100.0,0.0,F
9963,FYBAN,0.0,100.0,M
9964,BANDRAC,0.0,100.0,M
9965,VANCANTAN,100.0,0.0,F
9966,HALT,0.0,100.0,M
9967,AHALAN,100.0,0.0,F
9968,PAPY,100.0,0.0,F
9969,ATR,20.0,80.0,M
9970,BATAL,86.67,13.329999999999998,F
9971,NARVY,75.0,25.0,F
9972,CASTARAN,100.0,0.0,F
9973,RANATH,0.0,100.0,M
9974,JALANC,100.0,0.0,F
9975,DAJAN,53.26,46.74,F
9976,FLATWAD,0.0,100.0,M
9977,CALAGAN,66.67,33.33,F
9978,SAVANAGRAC,100.0,0.0,F
9979,LAFY,66.67,33.33,F
9980,USNAN,0.0,100.0,M
9981,ALABAN,100.0,0.0,F
9982,NATAV,25.0,75.0,M
9983,ALYS,88.89,11.11,F
9984,HARTAR,100.0,0.0,F
9985,TANASLY,0.0,100.0,M
9986,INC,100.0,0.0,F
9987,VANDY,50.0,50.0,N
9988,DALAS,100.0,0.0,F
9989,JASANLY,0.0,100.0,M
9990,CANYR,100.0,0.0,F
9991,ITSANY,100.0,0.0,F
9992,BLART,100.0,0.0,F
9993,LAPAL,0.0,100.0,M
9994,JYLAGH,100.0,0.0,F
9995,RACWAN,14.29,85.71000000000002,M
9996,ACALAN,37.5,62.5,M
9997,PAST,100.0,0.0,F
9998,HANFRY,0.0,100.0,M
9999,EDANALSAN,0.0,100.0,M
10000,JYLAC,66.67,33.33,F
10001,CYSTL,100.0,0.0,F
10002,GRYCAN,42.86,57.14,M
10003,FRAST,0.0,100.0,M
10004,GYLAD,25.0,75.0,M
10005,SARYD,100.0,0.0,F
10006,CANARAN,35.9,64.1,M
10007,DANDRAG,0.0,100.0,M
10008,HARAL,6.67,93.33,M
10009,ONASTY,100.0,0.0,F
10010,STPANY,100.0,0.0,F
10011,JAVAN,38.64,61.36,M
10012,DASNY,66.67,33.33,F
10013,ARNANY,63.64,36.36,F
10014,MASAND,100.0,0.0,F
10015,PANC,10.0,90.0,M
10016,LANBART,0.0,100.0,M
10017,MAFAN,100.0,0.0,F
10018,BANTSAN,0.0,100.0,M
10019,CARTN,100.0,0.0,F
10020,JRY,100.0,0.0,F
10021,PADRAJAS,0.0,100.0,M
10022,SAVAY,0.0,100.0,M
10023,DAFAC,100.0,0.0,F
10024,ANSALN,25.0,75.0,M
10025,CANADAR,0.0,100.0,M
10026,CYANTY,0.0,100.0,M
10027,CARLATARAS,100.0,0.0,F
10028,JASANANTANY,0.0,100.0,M
10029,CACAC,50.0,50.0,N
10030,GRADY,50.0,50.0,N
10031,TAFAC,0.0,100.0,M
10032,MANDAP,50.0,50.0,N
10033,TSACAS,0.0,100.0,M
10034,FAGY,100.0,0.0,F
10035,ONSAL,100.0,0.0,F
10036,JASCAN,100.0,0.0,F
10037,PARVY,0.0,100.0,M
10038,DCARAN,0.0,100.0,M
10039,RADAR,14.29,85.71000000000002,M
10040,SNAR,20.0,80.0,M
10041,ABASAR,0.0,100.0,M
10042,WANG,25.0,75.0,M
10043,PACAT,100.0,0.0,F
10044,JACABRABAD,0.0,100.0,M
10045,ISABALARAS,100.0,0.0,F
10046,NAV,86.36,13.64,F
10047,WARDAL,33.33,66.67,M
10048,ANANDAT,100.0,0.0,F
10049,JADSAN,0.0,100.0,M
10050,WALANJAN,0.0,100.0,M
10051,NGASACACW,100.0,0.0,F
10052,ANDRANAT,100.0,0.0,F
10053,GALAXY,66.67,33.33,F
10054,TNAR,100.0,0.0,F
10055,CALVASTAR,0.0,100.0,M
10056,SANDAT,0.0,100.0,M
10057,ESGARD,0.0,100.0,M
10058,SYAN,78.05,21.950000000000006,F
10059,QAVAD,100.0,0.0,F
10060,MARGARY,100.0,0.0,F
10061,JABY,40.0,60.0,M
10062,CAVANT,14.29,85.71000000000002,M
10063,CARLASNANAL,0.0,100.0,M
10064,FAB,76.92,23.08,F
10065,DANV,100.0,0.0,F
10066,ARBY,50.0,50.0,N
10067,BALF,0.0,100.0,M
10068,EVLYN,100.0,0.0,F
10069,CHRASANTANAN,100.0,0.0,F
10070,USANAC,100.0,0.0,F
10071,MARTALAN,100.0,0.0,F
10072,TANLAN,100.0,0.0,F
10073,ATL,25.0,75.0,M
10074,YL,0.0,100.0,M
10075,JALAS,96.63,3.3700000000000045,F
10076,STPAN,0.0,100.0,M
10077,NAXNARY,100.0,0.0,F
10078,ELGY,50.0,50.0,N
10079,ISNARY,100.0,0.0,F
10080,SALD,83.33,16.67,F
10081,CHANT,100.0,0.0,F
10082,TALT,100.0,0.0,F
10083,MARADTH,100.0,0.0,F
10084,VAJY,50.0,50.0,N
10085,PARTLAD,50.0,50.0,N
10086,GANANDY,100.0,0.0,F
10087,SRACAR,25.0,75.0,M
10088,ALDARAC,0.0,100.0,M
10089,FADRAC,0.0,100.0,M
10090,LACWANS,100.0,0.0,F
10091,SASNAT,100.0,0.0,F
10092,RANDLAF,0.0,100.0,M
10093,TRANAD,33.33,66.67,M
10094,ISAVAR,0.0,100.0,M
10095,ISTVAN,0.0,100.0,M
10096,BASALAC,100.0,0.0,F
10097,AHNALAGH,100.0,0.0,F
10098,MYLANG,100.0,0.0,F
10099,NATS,83.33,16.67,F
10100,WYNAN,0.0,100.0,M
10101,ARDAC,100.0,0.0,F
10102,NALAGH,100.0,0.0,F
10103,OBANAJ,100.0,0.0,F
10104,LASTAC,100.0,0.0,F
10105,MAJY,100.0,0.0,F
10106,AWALD,100.0,0.0,F
10107,VALNAN,100.0,0.0,F
10108,YASAR,48.15,51.85,M
10109,CLADANAT,100.0,0.0,F
10110,GARANY,0.0,100.0,M
10111,SANSAT,100.0,0.0,F
10112,APRALJY,100.0,0.0,F
10113,WALSLY,100.0,0.0,F
10114,ERDAL,100.0,0.0,F
10115,HADRAL,0.0,100.0,M
10116,PADR,50.0,50.0,N
10117,JABAL,0.0,100.0,M
10118,SANRADH,0.0,100.0,M
10119,ADALAT,100.0,0.0,F
10120,JACAF,25.0,75.0,M
10121,YATAN,33.33,66.67,M
10122,CLAC,0.0,100.0,M
10123,SCAP,0.0,100.0,M
10124,GARJAT,25.0,75.0,M
10125,VAGNAS,0.0,100.0,M
10126,CHRASTANPAL,0.0,100.0,M
10127,TATAJAN,100.0,0.0,F
10128,JAFAC,100.0,0.0,F
10129,EVANY,100.0,0.0,F
10130,LAGAD,75.0,25.0,F
10131,RASACAL,100.0,0.0,F
10132,HASANAT,100.0,0.0,F
10133,NACGAN,0.0,100.0,M
10134,SRANAV,0.0,100.0,M
10135,EXSAVAR,0.0,100.0,M
10136,XABRAL,0.0,100.0,M
10137,SALASTAN,66.67,33.33,F
10138,ANTR,50.0,50.0,N
10139,NAFY,75.0,25.0,F
10140,GARLAN,73.68,26.319999999999997,F
10141,TRADAL,33.33,66.67,M
10142,HARBAD,25.0,75.0,M
10143,ANSY,80.0,20.0,F
10144,MARCJACAB,0.0,100.0,M
10145,GNY,100.0,0.0,F
10146,LAPARL,100.0,0.0,F
10147,CHARY,50.0,50.0,N
10148,JACADAN,0.0,100.0,M
10149,PRANCALAN,0.0,100.0,M
10150,GACANAN,100.0,0.0,F
10151,SAGALY,50.0,50.0,N
10152,NADRAC,0.0,100.0,M
10153,IRADAN,66.67,33.33,F
10154,CANCH,0.0,100.0,M
10155,CAPY,57.14,42.86,F
10156,SALBR,100.0,0.0,F
10157,CHRASTAFR,0.0,100.0,M
10158,TALAB,42.86,57.14,M
10159,YARVAN,0.0,100.0,M
10160,LASVATH,100.0,0.0,F
10161,MARDATH,66.67,33.33,F
10162,JANATY,100.0,0.0,F
10163,YACALAN,100.0,0.0,F
10164,ANDRAT,80.0,20.0,F
10165,MARTANAG,100.0,0.0,F
10166,MARALD,66.67,33.33,F
10167,DACYL,100.0,0.0,F
10168,IDRAS,50.0,50.0,N
10169,CALAPS,100.0,0.0,F
10170,YACAST,100.0,0.0,F
10171,ELYC,100.0,0.0,F
10172,ABADAL,0.0,100.0,M
10173,EDRAC,33.33,66.67,M
10174,VANG,40.0,60.0,M
10175,BALYAN,100.0,0.0,F
10176,SACAR,83.53,16.47,F
10177,SYVAN,28.57,71.43,M
10178,NAFAR,50.0,50.0,N
10179,TANH,25.0,75.0,M
10180,OTHNAR,0.0,100.0,M
10181,ZANDAL,0.0,100.0,M
10182,UNY,100.0,0.0,F
10183,EGARADARD,0.0,100.0,M
10184,DANTAJ,100.0,0.0,F
10185,BLACAR,100.0,0.0,F
10186,LASNARY,100.0,0.0,F
10187,MARLAG,100.0,0.0,F
10188,TRAV,42.86,57.14,M
10189,TABALT,0.0,100.0,M
10190,PRADHAN,0.0,100.0,M
10191,HARVAD,0.0,100.0,M
10192,RATAR,37.5,62.5,M
10193,PRASY,100.0,0.0,F
10194,DACANY,0.0,100.0,M
10195,NADAV,0.0,100.0,M
10196,CATLAL,100.0,0.0,F
10197,TANADY,50.0,50.0,N
10198,SARANATARAS,100.0,0.0,F
10199,CARNANAT,100.0,0.0,F
10200,ALFANS,18.75,81.25,M
10201,ABABACAR,0.0,100.0,M
10202,AFRAD,0.0,100.0,M
10203,TARTAR,0.0,100.0,M
10204,RALAC,0.0,100.0,M
10205,LAFRADARAC,0.0,100.0,M
10206,VANTR,0.0,100.0,M
10207,CYADANC,100.0,0.0,F
10208,MALYSC,100.0,0.0,F
10209,MYNAD,25.0,75.0,M
10210,AGAN,41.67,58.33,M
10211,ALANTR,100.0,0.0,F
10212,CRASTANAJY,100.0,0.0,F
10213,ALAJADR,0.0,100.0,M
10214,ALAY,100.0,0.0,F
10215,CANRAC,0.0,100.0,M
10216,FLARASTAL,100.0,0.0,F
10217,ABDAFAD,0.0,100.0,M
10218,RASARY,100.0,0.0,F
10219,RNANTY,0.0,100.0,M
10220,RAYAN,57.14,42.86,F
10221,CAFAS,100.0,0.0,F
10222,FYSAL,0.0,100.0,M
10223,BRANDL,100.0,0.0,F
10224,ISABALAT,100.0,0.0,F
10225,ELANDR,100.0,0.0,F
10226,FASNAC,0.0,100.0,M
10227,DAS,88.89,11.11,F
10228,GARAV,0.0,100.0,M
10229,YADATSAL,100.0,0.0,F
10230,ADR,63.64,36.36,F
10231,MALACH,0.0,100.0,M
10232,CANTL,100.0,0.0,F
10233,ENAD,20.0,80.0,M
10234,SALNAR,75.0,25.0,F
10235,RYNARAN,0.0,100.0,M
10236,MARALAN,98.18,1.8199999999999927,F
10237,IRACAN,100.0,0.0,F
10238,ISANAL,0.0,100.0,M
10239,MALSY,100.0,0.0,F
10240,RYJAN,50.0,50.0,N
10241,JANASANDR,0.0,100.0,M
10242,LYDAN,57.14,42.86,F
10243,ASTY,100.0,0.0,F
10244,GANAT,100.0,0.0,F
10245,THAG,0.0,100.0,M
10246,RATALAN,100.0,0.0,F
10247,NARAD,71.43,28.569999999999997,F
10248,ANGALANAR,100.0,0.0,F
10249,VALANTAN,50.0,50.0,N
10250,OCT,100.0,0.0,F
10251,SADARAC,33.33,66.67,M
10252,VATAT,0.0,100.0,M
10253,VANCANS,40.0,60.0,M
10254,CARANDAP,50.0,50.0,N
10255,AVARY,72.73,27.27,F
10256,GABRYAL,50.0,50.0,N
10257,AGS,100.0,0.0,F
10258,TARANARY,100.0,0.0,F
10259,CARVANT,0.0,100.0,M
10260,Z,64.0,36.0,F
10261,YAJAT,0.0,100.0,M
10262,FALAX,0.0,100.0,M
10263,EFY,66.67,33.33,F
10264,DHR,0.0,100.0,M
10265,OF,60.0,40.0,F
10266,DRAVAR,0.0,100.0,M
10267,VASRAT,0.0,100.0,M
10268,DARWAS,0.0,100.0,M
10269,EDALBART,0.0,100.0,M
10270,SAFY,82.76,17.239999999999995,F
10271,JYDN,50.0,50.0,N
10272,RYBAD,0.0,100.0,M
10273,TANAG,92.86,7.1400000000000015,F
10274,ARNATY,100.0,0.0,F
10275,PRASANTH,0.0,100.0,M
10276,TRAFYAN,0.0,100.0,M
10277,MABL,50.0,50.0,N
10278,CANARY,68.29,31.709999999999994,F
10279,MARANAT,100.0,0.0,F
10280,ZYGAN,0.0,100.0,M
10281,JANAGAL,0.0,100.0,M
10282,PARAN,52.63,47.37,F
10283,CASR,0.0,100.0,M
10284,CARBY,53.33,46.67,F
10285,TANATHAJAN,0.0,100.0,M
10286,EBANASAR,50.0,50.0,N
10287,BRAVL,0.0,100.0,M
10288,TRAVAN,24.24,75.76,M
10289,DATAV,20.0,80.0,M
10290,DANABAN,0.0,100.0,M
10291,OLADANANAN,100.0,0.0,F
10292,CANCAD,0.0,100.0,M
10293,CARDALR,0.0,100.0,M
10294,MALANAN,100.0,0.0,F
10295,QANSY,66.67,33.33,F
10296,BRAXLAN,100.0,0.0,F
10297,INDAN,75.0,25.0,F
10298,PRY,60.0,40.0,F
10299,HANR,33.33,66.67,M
10300,ANATH,75.0,25.0,F
10301,MARADAN,100.0,0.0,F
10302,JAVARAN,0.0,100.0,M
10303,CARNARY,100.0,0.0,F
10304,ASF,100.0,0.0,F
10305,QANARAN,0.0,100.0,M
10306,ZARLAN,100.0,0.0,F
10307,LAPATRAC,0.0,100.0,M
10308,ATRAL,0.0,100.0,M
10309,MARSYD,100.0,0.0,F
10310,VATHY,0.0,100.0,M
10311,EARLAT,100.0,0.0,F
10312,LANATAC,100.0,0.0,F
10313,ISAY,0.0,100.0,M
10314,ANLAN,100.0,0.0,F
10315,BAFARL,100.0,0.0,F
10316,JANDALAN,100.0,0.0,F
10317,LARANC,31.82,68.18,M
10318,ANALASABATH,100.0,0.0,F
10319,EGARAN,0.0,100.0,M
10320,OLAS,100.0,0.0,F
10321,VASAC,66.67,33.33,F
10322,CAVAL,57.14,42.86,F
10323,YAXALAN,100.0,0.0,F
10324,DRASY,100.0,0.0,F
10325,YNAN,100.0,0.0,F
10326,EAJ,0.0,100.0,M
10327,EVARY,66.67,33.33,F
10328,YARASANAR,100.0,0.0,F
