,babynysiis,perc_female,perc_male,gender
3449,BRATANANARY,100.0,0.0,F
3450,FABAR,0.0,100.0,M
3451,CJARST,100.0,0.0,F
3452,RACTAR,50.0,50.0,N
3453,CAVALAR,0.0,100.0,M
3454,NACALY,66.67,33.33,F
3455,VANAV,100.0,0.0,F
3456,TASNAN,63.64,36.36,F
3457,EHLAJ,0.0,100.0,M
3458,VASNAV,66.67,33.33,F
3459,SACAT,84.85,15.150000000000004,F
3460,BLAC,33.33,66.67,M
3461,SANANAC,100.0,0.0,F
3462,BWAN,0.0,100.0,M
3463,VASRATH,0.0,100.0,M
3464,GLARAT,100.0,0.0,F
3465,ANSAL,40.0,60.0,M
3466,TACL,100.0,0.0,F
3467,CASYLAN,100.0,0.0,F
3468,ZAVARY,33.33,66.67,M
3469,NARAN,75.0,25.0,F
3470,VACLAV,0.0,100.0,M
3471,RANANTANY,0.0,100.0,M
3472,MARCANTANY,0.0,100.0,M
3473,MH,100.0,0.0,F
3474,LANALY,100.0,0.0,F
3475,NASACAR,0.0,100.0,M
3476,DAJARV,0.0,100.0,M
3477,SARNACAL,0.0,100.0,M
3478,SATSAC,100.0,0.0,F
3479,RYAN,70.31,29.69,F
3480,CASTATY,100.0,0.0,F
3481,AVR,75.0,25.0,F
3482,SVATLAN,100.0,0.0,F
3483,CALWAN,0.0,100.0,M
3484,LACARY,0.0,100.0,M
3485,TYLARNARY,100.0,0.0,F
3486,RAJY,0.0,100.0,M
3487,ONANY,100.0,0.0,F
3488,SY,56.76,43.24,F
3489,RARAN,50.0,50.0,N
3490,EANAJ,0.0,100.0,M
3491,HARDWAC,0.0,100.0,M
3492,JANAFARAN,100.0,0.0,F
3493,QAT,75.0,25.0,F
3494,NATALY,90.32,9.680000000000009,F
3495,VANDAL,63.64,36.36,F
3496,LASTAS,100.0,0.0,F
3497,RAGDAN,0.0,100.0,M
3498,SVAF,100.0,0.0,F
3499,MALCAN,14.29,85.71000000000002,M
3500,JANANY,50.0,50.0,N
3501,JYAN,64.52,35.48000000000001,F
3502,ZARAL,80.0,20.0,F
3503,DABRYAN,0.0,100.0,M
3504,HARCALAN,0.0,100.0,M
3505,AHLAX,100.0,0.0,F
3506,ANARALY,100.0,0.0,F
3507,ASTLY,0.0,100.0,M
3508,CLARANC,18.18,81.82,M
3509,ELVARD,100.0,0.0,F
3510,MADALANGRAC,100.0,0.0,F
3511,GADRAL,0.0,100.0,M
3512,ANAPATRAC,100.0,0.0,F
3513,SARCANG,0.0,100.0,M
3514,NALB,100.0,0.0,F
3515,GARAT,28.0,72.0,M
3516,ENALAN,92.31,7.689999999999998,F
3517,GWANATH,100.0,0.0,F
3518,NALWAN,100.0,0.0,F
3519,MCALRY,0.0,100.0,M
3520,RHALAN,55.56,44.44,F
3521,ARTARAN,100.0,0.0,F
3522,MARAGAL,100.0,0.0,F
3523,OCALAN,100.0,0.0,F
3524,VARNAND,0.0,100.0,M
3525,CACATY,0.0,100.0,M
3526,JARNAS,100.0,0.0,F
3527,SRAVAR,0.0,100.0,M
3528,BRAVAN,0.0,100.0,M
3529,OLALACAN,0.0,100.0,M
3530,CALTRAN,50.0,50.0,N
3531,LALAR,100.0,0.0,F
3532,YANGAR,0.0,100.0,M
3533,ADALAN,94.85,5.150000000000006,F
3534,MABAR,50.0,50.0,N
3535,CLARY,77.78,22.22,F
3536,GANACAL,0.0,100.0,M
3537,WASLAGH,50.0,50.0,N
3538,UVALD,0.0,100.0,M
3539,MAFYANFAL,100.0,0.0,F
3540,JANTR,50.0,50.0,N
3541,NYAR,100.0,0.0,F
3542,ARANY,87.5,12.5,F
3543,LAGN,100.0,0.0,F
3544,LAVYC,100.0,0.0,F
3545,AVRY,66.67,33.33,F
3546,CACAF,100.0,0.0,F
3547,NADR,100.0,0.0,F
3548,FANGVY,100.0,0.0,F
3549,AHNJYL,100.0,0.0,F
3550,MADAB,0.0,100.0,M
3551,MANATAN,50.0,50.0,N
3552,LAPARS,100.0,0.0,F
3553,MARTAC,90.0,10.0,F
3554,MALAL,100.0,0.0,F
3555,HALRY,0.0,100.0,M
3556,MALBRY,100.0,0.0,F
3557,BACH,33.33,66.67,M
3558,DAXAN,33.33,66.67,M
3559,ASR,71.43,28.569999999999997,F
3560,MARTAR,20.0,80.0,M
3561,VANCY,100.0,0.0,F
3562,CARLANG,100.0,0.0,F
3563,MYRALY,100.0,0.0,F
3564,ASARADY,100.0,0.0,F
3565,TARLY,50.0,50.0,N
3566,OLATYAN,100.0,0.0,F
3567,QALAR,0.0,100.0,M
3568,ABRYLAN,100.0,0.0,F
3569,TAD,24.62,75.38,M
3570,MAJAR,14.29,85.71000000000002,M
3571,JALATS,100.0,0.0,F
3572,CALGAT,0.0,100.0,M
3573,ANATHAST,100.0,0.0,F
3574,BRACLANRAS,100.0,0.0,F
3575,USAN,25.0,75.0,M
3576,ENARAS,100.0,0.0,F
3577,CATAVAN,0.0,100.0,M
3578,BATHNY,100.0,0.0,F
3579,EJY,0.0,100.0,M
3580,RADNAR,0.0,100.0,M
3581,PRAB,0.0,100.0,M
3582,SCATLAN,100.0,0.0,F
3583,NATARAL,100.0,0.0,F
3584,HARVAST,50.0,50.0,N
3585,DASANAG,100.0,0.0,F
3586,CANBRAN,42.86,57.14,M
3587,FLYD,60.0,40.0,F
3588,JANGABRAL,0.0,100.0,M
3589,SANTAN,70.97,29.03,F
3590,RASAT,89.47,10.53,F
3591,MCAB,0.0,100.0,M
3592,TANBLAN,100.0,0.0,F
3593,GARDAP,0.0,100.0,M
3594,ANCATH,0.0,100.0,M
3595,ANBRAL,100.0,0.0,F
3596,CALAS,98.91,1.0900000000000034,F
3597,LALALAN,100.0,0.0,F
3598,DANTLY,0.0,100.0,M
3599,LASLAN,100.0,0.0,F
3600,FARDANAD,0.0,100.0,M
3601,ANTALAN,50.0,50.0,N
3602,LARNALY,100.0,0.0,F
3603,YASANAN,100.0,0.0,F
3604,CYDRAN,0.0,100.0,M
3605,GABANY,0.0,100.0,M
3606,OHN,0.0,100.0,M
3607,JAGDAP,0.0,100.0,M
3608,NACAB,100.0,0.0,F
3609,MAJASTAC,50.0,50.0,N
3610,LANDARAS,100.0,0.0,F
3611,ADYS,100.0,0.0,F
3612,XANDR,100.0,0.0,F
3613,UNDAN,100.0,0.0,F
3614,DWANY,0.0,100.0,M
3615,PAN,70.83,29.17,F
3616,MARVAT,100.0,0.0,F
3617,SANWAS,0.0,100.0,M
3618,CARANAT,100.0,0.0,F
3619,YARALY,100.0,0.0,F
3620,OSBY,0.0,100.0,M
3621,DARANAS,100.0,0.0,F
3622,GARCARAT,50.0,50.0,N
3623,PRAXTAN,0.0,100.0,M
3624,CADAD,100.0,0.0,F
3625,CRASCAD,100.0,0.0,F
3626,ERWAN,33.33,66.67,M
3627,CHRASTABAL,83.33,16.67,F
3628,CRASANC,50.0,50.0,N
3629,CASTR,50.0,50.0,N
3630,PAD,50.0,50.0,N
3631,ANASTAJ,100.0,0.0,F
3632,NACALANARY,100.0,0.0,F
3633,HARTAJ,0.0,100.0,M
3634,SANTALAR,0.0,100.0,M
3635,NARAJAN,100.0,0.0,F
3636,ADVY,0.0,100.0,M
3637,TACYAC,0.0,100.0,M
3638,SALFY,100.0,0.0,F
3639,DAFANTAV,0.0,100.0,M
3640,MALVY,100.0,0.0,F
3641,DRARY,0.0,100.0,M
3642,CALAL,30.77,69.23,M
3643,ANANAC,100.0,0.0,F
3644,ARANTS,100.0,0.0,F
3645,WASPAR,100.0,0.0,F
3646,NARAG,0.0,100.0,M
3647,CLADAGH,100.0,0.0,F
3648,DABLAN,66.67,33.33,F
3649,DABN,100.0,0.0,F
3650,SCARLATRAS,100.0,0.0,F
3651,RANFRAD,0.0,100.0,M
3652,ABAL,52.94,47.06,F
3653,PANP,0.0,100.0,M
3654,CANSTAND,100.0,0.0,F
3655,ELBAD,50.0,50.0,N
3656,GARASAN,20.0,80.0,M
3657,SADNAR,0.0,100.0,M
3658,PATSAN,100.0,0.0,F
3659,AVANAS,0.0,100.0,M
3660,GALAY,0.0,100.0,M
3661,ENANY,87.5,12.5,F
3662,JASACALAB,0.0,100.0,M
3663,JASASDANAL,0.0,100.0,M
3664,PANCAT,100.0,0.0,F
3665,RANDAR,0.0,100.0,M
3666,TRALANY,100.0,0.0,F
3667,BRADJAT,100.0,0.0,F
3668,ERNAND,100.0,0.0,F
3669,SAFAGRAC,100.0,0.0,F
3670,ALBAS,100.0,0.0,F
3671,ANVAC,50.0,50.0,N
3672,GLADAN,80.0,20.0,F
3673,LACAC,90.91,9.090000000000003,F
3674,CANTH,66.67,33.33,F
3675,JYLARAS,100.0,0.0,F
3676,EDR,42.86,57.14,M
3677,MASCAB,0.0,100.0,M
3678,SARLAS,100.0,0.0,F
3679,AVALY,100.0,0.0,F
3680,VALF,0.0,100.0,M
3681,ANGALAG,90.0,10.0,F
3682,HANARAN,100.0,0.0,F
3683,FACAC,0.0,100.0,M
3684,RAFANY,100.0,0.0,F
3685,WANSY,100.0,0.0,F
3686,FANS,0.0,100.0,M
3687,AHTAN,100.0,0.0,F
3688,ZAFARAN,0.0,100.0,M
3689,SRYANS,0.0,100.0,M
3690,MALAR,81.25,18.75,F
3691,DACADRAC,0.0,100.0,M
3692,LAGAC,66.67,33.33,F
3693,JANATAC,100.0,0.0,F
3694,ANARAST,100.0,0.0,F
3695,WARNAL,50.0,50.0,N
3696,WACY,0.0,100.0,M
3697,GATSANAN,66.67,33.33,F
3698,MACTAR,0.0,100.0,M
3699,MARASALD,100.0,0.0,F
3700,JAJ,25.0,75.0,M
3701,PALJAN,0.0,100.0,M
3702,ANACT,100.0,0.0,F
3703,ZSAF,100.0,0.0,F
3704,NACALS,0.0,100.0,M
3705,TANATY,25.0,75.0,M
3706,TRASTY,100.0,0.0,F
3707,ABRY,85.0,15.0,F
3708,BARNABY,0.0,100.0,M
3709,MARCAND,100.0,0.0,F
3710,RATCH,0.0,100.0,M
3711,ZANSAN,100.0,0.0,F
3712,TARAF,60.0,40.0,F
3713,CASLAGH,80.0,20.0,F
3714,ARSDAP,50.0,50.0,N
3715,DACY,75.0,25.0,F
3716,DNY,100.0,0.0,F
3717,LANLY,83.33,16.67,F
3718,CATSY,100.0,0.0,F
3719,DANDRY,0.0,100.0,M
3720,ZYLAN,57.14,42.86,F
3721,PRANAS,66.67,33.33,F
3722,QAN,71.74,28.260000000000005,F
3723,ORVAN,0.0,100.0,M
3724,CANSAT,100.0,0.0,F
3725,ARLAF,100.0,0.0,F
3726,CARSTAFAR,0.0,100.0,M
3727,OSC,0.0,100.0,M
3728,BRAGHLAN,100.0,0.0,F
3729,PALSAN,0.0,100.0,M
3730,CHRASTAP,0.0,100.0,M
3731,ASYL,100.0,0.0,F
3732,GLANV,100.0,0.0,F
3733,LATYS,100.0,0.0,F
3734,SYAS,50.0,50.0,N
3735,SARAPT,100.0,0.0,F
3736,LALJ,100.0,0.0,F
3737,CLATALD,100.0,0.0,F
3738,LATYT,100.0,0.0,F
3739,NATALAJ,100.0,0.0,F
3740,LASCLARAT,100.0,0.0,F
3741,TRANAG,100.0,0.0,F
3742,SACARTNY,100.0,0.0,F
3743,LATANS,100.0,0.0,F
3744,BRAG,33.33,66.67,M
3745,ZALNAN,0.0,100.0,M
3746,DRAXY,100.0,0.0,F
3747,DASTRY,50.0,50.0,N
3748,SARANAT,100.0,0.0,F
3749,EW,100.0,0.0,F
3750,ISWAR,100.0,0.0,F
3751,ABRYJ,100.0,0.0,F
3752,SANTCLAR,0.0,100.0,M
3753,TRANDAL,0.0,100.0,M
3754,ASLYALASABATH,100.0,0.0,F
3755,GRANAS,100.0,0.0,F
3756,MAGANALASABATH,100.0,0.0,F
3757,ASC,60.0,40.0,F
3758,RAFAND,100.0,0.0,F
3759,JYAC,66.67,33.33,F
3760,TANBRAS,100.0,0.0,F
3761,BAJAN,33.33,66.67,M
3762,ARATY,100.0,0.0,F
3763,BRYCAN,0.0,100.0,M
3764,NARALAN,100.0,0.0,F
3765,CATASC,100.0,0.0,F
3766,M,62.65,37.35,F
3767,HALCAN,100.0,0.0,F
3768,CATAS,100.0,0.0,F
3769,ECTAR,0.0,100.0,M
3770,DANTRAC,100.0,0.0,F
3771,ZANARY,66.67,33.33,F
3772,PAT,54.17,45.83,F
3773,ISARAL,0.0,100.0,M
3774,LANARACL,100.0,0.0,F
3775,NATARN,0.0,100.0,M
3776,RASAND,94.44,5.560000000000002,F
3777,GRYTAN,0.0,100.0,M
3778,ADAF,100.0,0.0,F
3779,LATRAV,40.0,60.0,M
3780,ZARAF,50.0,50.0,N
3781,OSR,0.0,100.0,M
3782,APRALNARY,100.0,0.0,F
3783,MAGAD,0.0,100.0,M
3784,GALAC,50.0,50.0,N
3785,ETANATAW,0.0,100.0,M
3786,HASAT,100.0,0.0,F
3787,ELADAD,100.0,0.0,F
3788,ALNARAND,100.0,0.0,F
3789,NADASHD,100.0,0.0,F
3790,URSAL,87.5,12.5,F
3791,ANATAJ,0.0,100.0,M
3792,CANAC,89.33,10.670000000000002,F
3793,SAFASABAL,100.0,0.0,F
3794,NARLAND,100.0,0.0,F
3795,NABR,100.0,0.0,F
3796,DYDR,100.0,0.0,F
3797,YVALANDR,100.0,0.0,F
3798,ELNAT,100.0,0.0,F
3799,DASLY,100.0,0.0,F
3800,LAGTAN,80.0,20.0,F
3801,ERC,100.0,0.0,F
3802,BALGAC,100.0,0.0,F
3803,CAJY,0.0,100.0,M
3804,RACARDJAN,0.0,100.0,M
3805,MANTRAF,0.0,100.0,M
3806,CALANARY,100.0,0.0,F
3807,MARAGNY,100.0,0.0,F
3808,MARBY,100.0,0.0,F
3809,RANDAF,0.0,100.0,M
3810,ETANY,100.0,0.0,F
3811,CLAPATR,100.0,0.0,F
3812,RACYL,100.0,0.0,F
3813,LTY,100.0,0.0,F
3814,BARNAL,58.33,41.67,F
3815,DANAND,50.0,50.0,N
3816,FANAX,60.0,40.0,F
3817,SPANDAN,50.0,50.0,N
3818,GRAGSAN,0.0,100.0,M
3819,JN,85.71,14.290000000000004,F
3820,NART,100.0,0.0,F
3821,JARGADAVAD,0.0,100.0,M
3822,CYDN,33.33,66.67,M
3823,OLAFALAJAN,0.0,100.0,M
3824,MCALAGH,100.0,0.0,F
3825,ASWAL,0.0,100.0,M
3826,ALYANARY,100.0,0.0,F
3827,MARLAT,100.0,0.0,F
3828,BLANC,66.67,33.33,F
3829,EN,68.75,31.25,F
3830,BATHSAD,100.0,0.0,F
3831,JACGAS,57.14,42.86,F
3832,ARASALY,100.0,0.0,F
3833,JYVAN,15.0,85.0,M
3834,AHAN,60.0,40.0,F
3835,ISNAR,75.0,25.0,F
3836,ENALAND,100.0,0.0,F
3837,CARTAN,85.71,14.290000000000004,F
3838,LATARAS,100.0,0.0,F
3839,ISALAN,100.0,0.0,F
3840,LAVARNAN,0.0,100.0,M
3841,NANANC,100.0,0.0,F
3842,TALAR,56.9,43.1,F
3843,CAV,51.35,48.65,F
3844,MARACL,88.89,11.11,F
3845,TSAPY,100.0,0.0,F
3846,JANWASLY,0.0,100.0,M
3847,VALACATY,100.0,0.0,F
3848,RYVN,100.0,0.0,F
3849,JYAT,100.0,0.0,F
3850,SARAGN,0.0,100.0,M
3851,TANY,76.34,23.66,F
3852,GABAL,33.33,66.67,M
3853,SLYTAN,0.0,100.0,M
3854,LAGT,50.0,50.0,N
3855,TALAP,100.0,0.0,F
3856,SAXAN,50.0,50.0,N
3857,RANYN,50.0,50.0,N
3858,HABARY,0.0,100.0,M
3859,CAGAN,40.82,59.18,M
3860,BRADY,53.12,46.88,F
3861,ALDANAR,0.0,100.0,M
3862,MASTARY,100.0,0.0,F
3863,PALACARP,0.0,100.0,M
3864,YTSAL,100.0,0.0,F
3865,ELVAD,75.0,25.0,F
3866,EBAR,50.0,50.0,N
3867,TRAND,80.0,20.0,F
3868,MATANAL,0.0,100.0,M
3869,ANATRAC,100.0,0.0,F
3870,STAFAD,0.0,100.0,M
3871,TASAD,0.0,100.0,M
3872,BYC,50.0,50.0,N
3873,CRASBY,60.0,40.0,F
3874,ORBY,33.33,66.67,M
3875,WADFAD,0.0,100.0,M
3876,DASANAN,33.33,66.67,M
3877,CLASTAN,25.0,75.0,M
3878,RANJY,0.0,100.0,M
3879,TARASANARY,100.0,0.0,F
3880,DARATAR,100.0,0.0,F
3881,RABT,0.0,100.0,M
3882,PALNACAL,0.0,100.0,M
3883,TRABL,0.0,100.0,M
3884,ALARAN,0.0,100.0,M
3885,SANAC,86.98,13.019999999999996,F
3886,YARAN,64.29,35.709999999999994,F
3887,ANANDALAN,100.0,0.0,F
3888,BARS,100.0,0.0,F
3889,JACALBY,33.33,66.67,M
3890,WALCAR,50.0,50.0,N
3891,ADRANY,100.0,0.0,F
3892,NAFTAL,30.0,70.0,M
3893,BAG,20.0,80.0,M
3894,QARTNY,100.0,0.0,F
3895,LATHRAP,0.0,100.0,M
3896,NYAN,71.43,28.569999999999997,F
3897,NAVRAT,100.0,0.0,F
3898,JAVAL,10.0,90.0,M
3899,SANDARSAN,0.0,100.0,M
3900,SANDABAL,100.0,0.0,F
3901,CANBARL,100.0,0.0,F
3902,ANBRY,100.0,0.0,F
3903,BRANANARY,100.0,0.0,F
3904,ARTRAN,100.0,0.0,F
3905,DANAD,40.0,60.0,M
3906,SARADAN,88.89,11.11,F
3907,DAFRAC,0.0,100.0,M
3908,JADYN,50.0,50.0,N
3909,RADSAN,0.0,100.0,M
3910,VAGHN,66.67,33.33,F
3911,WANDAR,100.0,0.0,F
3912,MACALANGAL,0.0,100.0,M
3913,IVY,66.67,33.33,F
3914,JANALATH,100.0,0.0,F
3915,ARACAL,84.62,15.379999999999995,F
3916,JASANAN,90.91,9.090000000000003,F
3917,ASVAN,0.0,100.0,M
3918,BANGAN,0.0,100.0,M
3919,SANATAR,0.0,100.0,M
3920,SALAVAN,50.0,50.0,N
3921,FRANTASAC,0.0,100.0,M
3922,ANJALAN,100.0,0.0,F
3923,MANAB,20.0,80.0,M
3924,STARS,100.0,0.0,F
3925,RADANG,50.0,50.0,N
3926,OVAD,50.0,50.0,N
3927,SARATH,33.33,66.67,M
3928,SALALDAN,0.0,100.0,M
3929,ULNAR,0.0,100.0,M
3930,JAPATH,0.0,100.0,M
3931,GATAL,100.0,0.0,F
3932,ANANAR,100.0,0.0,F
3933,PRASLAGH,100.0,0.0,F
3934,DANALAR,50.0,50.0,N
3935,HACLABARY,0.0,100.0,M
3936,CALALALY,100.0,0.0,F
3937,YANGCANG,0.0,100.0,M
3938,JARATHSY,100.0,0.0,F
3939,NACALAJ,50.0,50.0,N
3940,ECANVAR,0.0,100.0,M
3941,LASAS,100.0,0.0,F
3942,DCYL,100.0,0.0,F
3943,MARVAC,0.0,100.0,M
3944,ALRAC,0.0,100.0,M
3945,CALTN,0.0,100.0,M
3946,TRAVY,0.0,100.0,M
3947,JASAPAN,100.0,0.0,F
3948,SALAF,33.33,66.67,M
3949,JASCAR,0.0,100.0,M
3950,SANTL,100.0,0.0,F
3951,CANTAN,52.94,47.06,F
3952,JASAVAN,0.0,100.0,M
3953,JANFALAP,0.0,100.0,M
3954,DAVLAN,100.0,0.0,F
3955,HARTANS,100.0,0.0,F
3956,MASYAS,0.0,100.0,M
3957,MALYL,100.0,0.0,F
3958,EVALATH,100.0,0.0,F
3959,ALVAR,45.45,54.55,M
3960,TAHLAR,0.0,100.0,M
3961,YLAN,100.0,0.0,F
3962,MARANAN,0.0,100.0,M
3963,DANFN,100.0,0.0,F
3964,LACARTNY,100.0,0.0,F
3965,CARADY,100.0,0.0,F
3966,MACAYL,100.0,0.0,F
3967,ERAS,100.0,0.0,F
3968,DARHAL,0.0,100.0,M
3969,YADAR,50.0,50.0,N
3970,MTAW,0.0,100.0,M
3971,RASAL,75.32,24.68000000000001,F
3972,NASLY,87.5,12.5,F
3973,ABDALRASAG,0.0,100.0,M
3974,ZABAN,0.0,100.0,M
3975,ALNADAL,100.0,0.0,F
3976,SANPAGN,100.0,0.0,F
3977,YALN,100.0,0.0,F
3978,CHRASTANDANAL,0.0,100.0,M
3979,DASAVAN,0.0,100.0,M
3980,BALAD,0.0,100.0,M
3981,DARC,39.13,60.87,M
3982,CASTANTY,0.0,100.0,M
3983,IFANAN,100.0,0.0,F
3984,RHASAN,0.0,100.0,M
3985,UDBAV,0.0,100.0,M
3986,VANGY,100.0,0.0,F
3987,DANANDR,0.0,100.0,M
3988,BYSY,0.0,100.0,M
3989,SWANY,100.0,0.0,F
3990,HASAN,23.44,76.56,M
3991,LASGASTAV,0.0,100.0,M
3992,WATY,0.0,100.0,M
3993,MAVALAN,100.0,0.0,F
3994,WALDRAN,0.0,100.0,M
3995,MATY,75.0,25.0,F
3996,TATAN,77.65,22.349999999999994,F
3997,MAXFALD,0.0,100.0,M
3998,STFAN,0.0,100.0,M
3999,RYNAD,8.33,91.67,M
4000,XAF,100.0,0.0,F
4001,NATASC,100.0,0.0,F
4002,ANDRAJACAB,0.0,100.0,M
4003,LALY,90.91,9.090000000000003,F
4004,OLASANALAR,50.0,50.0,N
4005,MAPAN,100.0,0.0,F
4006,LAFATY,100.0,0.0,F
4007,VARDAL,50.0,50.0,N
4008,RABACAR,100.0,0.0,F
4009,ERBY,25.0,75.0,M
4010,FLANAR,0.0,100.0,M
4011,ARANARY,100.0,0.0,F
4012,ANADAL,100.0,0.0,F
4013,GRACAL,85.71,14.290000000000004,F
4014,GWAN,65.0,35.0,F
4015,ELACAR,0.0,100.0,M
4016,SARATY,100.0,0.0,F
4017,NALSY,100.0,0.0,F
4018,JANT,43.48,56.52,M
4019,TACAT,81.82,18.180000000000007,F
4020,AVRANY,0.0,100.0,M
4021,ARANDAT,100.0,0.0,F
4022,GARANG,0.0,100.0,M
4023,TRAC,60.0,40.0,F
4024,TWANAN,0.0,100.0,M
4025,DANATRAC,42.11,57.89,M
4026,BRANDLAN,100.0,0.0,F
4027,CARN,78.95,21.05,F
4028,LANYJ,100.0,0.0,F
4029,PRAVADANC,100.0,0.0,F
4030,EADY,75.0,25.0,F
4031,ALAV,92.86,7.1400000000000015,F
4032,RANALDAN,0.0,100.0,M
4033,BRADAC,0.0,100.0,M
4034,JANALBART,0.0,100.0,M
4035,SPARCAL,100.0,0.0,F
4036,TCAY,100.0,0.0,F
4037,SRYAN,0.0,100.0,M
4038,FARDY,0.0,100.0,M
4039,WANCAL,0.0,100.0,M
4040,WANDLAN,100.0,0.0,F
4041,RAW,100.0,0.0,F
4042,EARLY,42.86,57.14,M
4043,CASTRAL,50.0,50.0,N
4044,EABHLAN,100.0,0.0,F
4045,ALASAR,33.33,66.67,M
4046,CAFYAN,0.0,100.0,M
4047,LADVAG,0.0,100.0,M
4048,MANACS,100.0,0.0,F
4049,MALALANY,100.0,0.0,F
4050,TRAT,42.86,57.14,M
4051,JAVANTAN,50.0,50.0,N
4052,MCARAN,100.0,0.0,F
4053,BAXTAN,0.0,100.0,M
4054,YATSAR,100.0,0.0,F
4055,SAFARN,50.0,50.0,N
4056,LANALD,50.0,50.0,N
4057,LANP,100.0,0.0,F
4058,LALANRAS,100.0,0.0,F
4059,SALN,80.0,20.0,F
4060,ARY,74.07,25.93000000000001,F
4061,MCGRAGAR,0.0,100.0,M
4062,ABSADY,100.0,0.0,F
4063,LAVANDR,100.0,0.0,F
4064,RALFAD,0.0,100.0,M
4065,ADALFAN,100.0,0.0,F
4066,WATH,0.0,100.0,M
4067,CYLAC,100.0,0.0,F
4068,ENAL,78.69,21.31,F
4069,HASABAL,0.0,100.0,M
4070,MACALDAVAD,0.0,100.0,M
4071,JYGAR,0.0,100.0,M
4072,NANCAJ,100.0,0.0,F
4073,JATARY,0.0,100.0,M
4074,CATHRAN,95.24,4.760000000000005,F
4075,CASAS,100.0,0.0,F
4076,MACYDAN,50.0,50.0,N
4077,MAGHN,100.0,0.0,F
4078,JANX,50.0,50.0,N
4079,DAPT,100.0,0.0,F
4080,ATSAS,0.0,100.0,M
4081,PAXTAN,42.86,57.14,M
4082,RAJ,52.63,47.37,F
4083,LACAF,100.0,0.0,F
4084,INANY,100.0,0.0,F
4085,TRASAN,25.71,74.28999999999998,M
4086,LABAL,100.0,0.0,F
4087,TANDR,81.48,18.52,F
4088,JANATANDAVAD,0.0,100.0,M
4089,MARAGN,100.0,0.0,F
4090,AVNAR,50.0,50.0,N
4091,TRAPTAN,0.0,100.0,M
4092,ARLANY,100.0,0.0,F
4093,JANJASAF,0.0,100.0,M
4094,IFAN,33.33,66.67,M
4095,ALAXNADR,100.0,0.0,F
4096,URS,100.0,0.0,F
4097,SLAVAC,100.0,0.0,F
4098,ATHRAN,100.0,0.0,F
4099,JANATSY,100.0,0.0,F
4100,STANCAL,0.0,100.0,M
4101,MAD,49.09,50.91,M
4102,CHRAS,100.0,0.0,F
4103,BANJY,33.33,66.67,M
4104,VANB,100.0,0.0,F
4105,OLAC,57.14,42.86,F
4106,CALYN,50.0,50.0,N
4107,BALAVAR,0.0,100.0,M
4108,JACWAN,0.0,100.0,M
4109,JANAY,100.0,0.0,F
4110,ERDAN,66.67,33.33,F
4111,CACWABAC,0.0,100.0,M
4112,GRASAN,30.0,70.0,M
4113,ABARDAN,100.0,0.0,F
4114,DAND,90.91,9.090000000000003,F
4115,MATAN,18.75,81.25,M
4116,LAFAN,57.89,42.11,F
4117,JANADAB,0.0,100.0,M
4118,JANATH,80.0,20.0,F
4119,ASVAC,50.0,50.0,N
4120,TARTH,0.0,100.0,M
4121,CANJAR,0.0,100.0,M
4122,VADANS,50.0,50.0,N
4123,HARSAL,6.67,93.33,M
4124,EARAJ,0.0,100.0,M
4125,ACANS,100.0,0.0,F
4126,ANBR,81.82,18.180000000000007,F
4127,ELNARY,100.0,0.0,F
4128,PRAFAT,0.0,100.0,M
4129,BRASAL,50.0,50.0,N
4130,PRASTAN,54.55,45.45,F
4131,ADATAL,0.0,100.0,M
4132,BALDWAN,0.0,100.0,M
4133,MARV,54.55,45.45,F
4134,FABRAS,0.0,100.0,M
4135,DRAVAN,14.29,85.71000000000002,M
4136,CANLAGH,100.0,0.0,F
4137,ANGAD,0.0,100.0,M
4138,HADLAN,100.0,0.0,F
4139,WALSY,40.0,60.0,M
4140,FADY,40.0,60.0,M
4141,ZAYL,100.0,0.0,F
4142,PADRAC,0.0,100.0,M
4143,GARGALY,100.0,0.0,F
4144,YASVANY,0.0,100.0,M
4145,MYTY,100.0,0.0,F
4146,TANASNACAL,0.0,100.0,M
4147,PATRACH,0.0,100.0,M
4148,ILG,100.0,0.0,F
4149,BRALAN,49.25,50.75,M
4150,CARLASTAR,0.0,100.0,M
4151,PAVN,100.0,0.0,F
4152,GLADAL,100.0,0.0,F
4153,DNAR,12.5,87.5,M
4154,VASWAC,0.0,100.0,M
4155,VASALAJ,0.0,100.0,M
4156,BACNAR,0.0,100.0,M
4157,PATAJ,100.0,0.0,F
4158,PRYANS,33.33,66.67,M
4159,ATWAL,0.0,100.0,M
4160,SABARAN,100.0,0.0,F
4161,FASAL,0.0,100.0,M
4162,ELAJAJAN,0.0,100.0,M
4163,DARTAS,100.0,0.0,F
4164,ANRY,100.0,0.0,F
4165,PRACAX,0.0,100.0,M
4166,EASABATH,100.0,0.0,F
4167,MARY,77.19,22.81,F
4168,HANCHY,100.0,0.0,F
4169,RAXALAN,100.0,0.0,F
4170,JASTAN,40.0,60.0,M
4171,JAGALAN,75.0,25.0,F
4172,RASALAR,100.0,0.0,F
4173,TAVAND,100.0,0.0,F
4174,ASANCAN,50.0,50.0,N
4175,ULDAN,100.0,0.0,F
4176,SARAVAN,100.0,0.0,F
4177,CRASTALN,100.0,0.0,F
4178,CLAFAR,0.0,100.0,M
4179,FADAC,100.0,0.0,F
4180,SANATAC,100.0,0.0,F
